Date,Open,Higest,Lowest,Close,Volume,Turnover
2017/3/16,3472.27,3492.13,3472.27,3481.51,106333913,1.25E+11
2017/3/17,3485.31,3488.5,3441.47,3445.81,103755560,1.22E+11
2017/3/20,3449.05,3454.06,3429.83,3449.61,88734322,1.04E+11
2017/3/21,3449.77,3466.7,3445.64,3466.35,87707855,1.14E+11
2017/3/22,3450.75,3464.33,3433.5,3450.05,104935894,1.24E+11
2017/3/23,3452.41,3470.82,3435.69,3461.98,94318062,1.16E+11
2017/3/24,3464.2,3499.32,3461.11,3489.6,125645833,1.42E+11
2017/3/27,3488.76,3505.98,3474.52,3478.04,107015377,1.24E+11
2017/3/28,3480.25,3482.29,3461.47,3469.81,84194820,97495941120
2017/3/29,3472.97,3483.06,3455.55,3465.19,104851706,1.15E+11
2017/3/30,3461.62,3467.3,3422.37,3436.76,116376922,1.22E+11
2017/3/31,3434.82,3456.31,3430.82,3456.05,91577491,1.01E+11
2017/4/5,3476.42,3504.54,3475.15,3503.89,143399017,1.61E+11
2017/4/6,3507.99,3517.78,3495.72,3514.05,136767004,1.45E+11
2017/4/7,3514.45,3526.81,3506.39,3517.46,140293204,1.45E+11
2017/4/10,3519.46,3522.8,3502.08,3505.14,141887380,1.56E+11
2017/4/11,3503.83,3520.13,3466.14,3517.33,165945832,1.89E+11
2017/4/12,3514.57,3523.1,3498,3509.44,181824537,2.02E+11
2017/4/13,3500.28,3518.44,3496.57,3514.57,129981813,1.33E+11
2017/4/14,3516.81,3517.47,3476.95,3486.5,135474078,1.30E+11
2017/4/17,3475.74,3480.57,3453.68,3479.94,117164961,1.24E+11
2017/4/18,3474.89,3489.08,3462.63,3462.74,110927823,1.27E+11
2017/4/19,3452.99,3459.35,3418.51,3445.88,121349264,1.27E+11
2017/4/20,3444.52,3465.61,3440.72,3461.55,114184208,1.34E+11
2017/4/21,3461.39,3475.56,3449.54,3466.79,104419110,1.15E+11
2017/4/24,3458.23,3458.23,3403.98,3431.26,114660791,1.23E+11
2017/4/25,3427.73,3449.67,3422.65,3440.97,94072148,1.08E+11
2017/4/26,3440.25,3466.57,3439.15,3445.18,111940029,1.31E+11
2017/4/27,3435.1,3449.27,3399.54,3446.72,123298425,1.35E+11
2017/4/28,3439.57,3439.9,3417.24,3439.75,101632351,1.14E+11
2017/5/2,3427.92,3436.31,3418.67,3426.58,92797462,1.02E+11
2017/5/3,3421.76,3432.22,3403.08,3413.13,91669624,97854119936
2017/5/4,3404.94,3421.4,3391.28,3404.39,103482075,1.07E+11
2017/5/5,3393.48,3395.45,3366.56,3382.55,109895333,1.17E+11
2017/5/8,3369.11,3374.16,3339.57,3358.81,123749287,1.27E+11
2017/5/9,3342.6,3358.05,3327.59,3352.53,76771668,85528829952
2017/5/10,3350.65,3369.43,3336,3337.7,92082628,1.02E+11
2017/5/11,3322.95,3359.6,3312.89,3356.65,109252890,1.12E+11
2017/5/12,3350.94,3387.27,3349.17,3385.38,93386466,97522122752
2017/5/15,3391.59,3406.58,3391.59,3399.19,82977611,92183330816
2017/5/16,3390.93,3428.85,3373.55,3428.65,105242416,1.13E+11
2017/5/17,3423.19,3433.97,3408.15,3409.97,99736837,1.11E+11
2017/5/18,3387.67,3409.93,3383.94,3398.11,85759589,88091164672
2017/5/19,3395.23,3405.94,3392.38,3403.85,71473525,78397079552
2017/5/22,3400.59,3424.18,3391.17,3411.24,92539559,99021119488
2017/5/23,3405.03,3434.77,3401.53,3424.19,116911033,1.27E+11
2017/5/24,3409.72,3424.17,3383.89,3424.17,83553161,92620046336
2017/5/25,3414.4,3490.42,3413.22,3485.66,130721631,1.37E+11
2017/5/26,3479.62,3498.31,3473.04,3480.43,103241153,1.13E+11
2017/5/31,3495.07,3515.08,3474.92,3492.88,104829744,1.16E+11
2017/6/1,3485.22,3499.81,3476.43,3497.74,103127724,1.16E+11
2017/6/2,3491.59,3498.12,3470.2,3486.51,82668010,92850749440
2017/6/5,3480.17,3484.12,3462.31,3468.75,79738152,85609463808
2017/6/6,3464.38,3492.88,3460.45,3492.88,64089388,77868793856
2017/6/7,3493.88,3537.09,3491.13,3533.87,104419968,1.24E+11
2017/6/8,3531.24,3562.27,3528.18,3560.98,90224905,1.12E+11
2017/6/9,3561.24,3590.89,3560.63,3576.17,101188265,1.22E+11
2017/6/12,3570.22,3603.69,3565.9,3574.39,90381167,1.18E+11
2017/6/13,3569.16,3584.41,3559.21,3582.27,75177138,94223081472
2017/6/14,3571.25,3571.25,3530.27,3535.3,83810783,1.06E+11
2017/6/15,3530.75,3542.28,3508.95,3528.79,82632535,1.06E+11
2017/6/16,3522.97,3536.14,3514.39,3518.76,76452707,91462287360
2017/6/19,3520.06,3554.91,3520.06,3553.67,79797141,98572361728
2017/6/20,3560.79,3563.7,3539.51,3546.49,80509559,98187591680
2017/6/21,3567.13,3587.99,3545.57,3587.96,87859824,1.17E+11
2017/6/22,3583.56,3635.53,3581.34,3590.34,135526987,1.69E+11
2017/6/23,3583.44,3623.24,3569.32,3622.88,105129134,1.34E+11
2017/6/26,3627.02,3671.94,3627.02,3668.09,134637995,1.71E+11
2017/6/27,3665.58,3676.53,3648.76,3674.72,97558702,1.23E+11
2017/6/28,3664.16,3672.19,3644.03,3646.17,97920858,1.24E+11
2017/6/29,3649.25,3669.13,3644.73,3668.83,85589498,1.12E+11
2017/6/30,3654.73,3669.76,3646.23,3666.8,81510028,1.02E+11
2017/7/3,3667.23,3667.6,3633.78,3650.85,88820860,1.15E+11
2017/7/4,3646.83,3646.85,3611.69,3619.98,95071413,1.25E+11
2017/7/5,3611.9,3660.73,3610.46,3659.68,88232425,1.20E+11
2017/7/6,3654.56,3666.77,3629.56,3660.1,102379245,1.33E+11
2017/7/7,3647.64,3657.11,3631.87,3655.93,103735497,1.23E+11
2017/7/10,3647.94,3667.85,3641.53,3653.69,120591910,1.41E+11
2017/7/11,3646.88,3701.21,3645.99,3670.81,118760826,1.45E+11
2017/7/12,3672.63,3691.58,3640.59,3658.82,122287792,1.43E+11
2017/7/13,3656.35,3690.48,3652.57,3686.92,125669549,1.46E+11
2017/7/14,3682.62,3703.09,3672.74,3703.09,105514005,1.21E+11
2017/7/17,3700.62,3716.47,3621.37,3663.56,178821600,1.96E+11
2017/7/18,3648.49,3667.54,3622.04,3667.18,124622056,1.41E+11
2017/7/19,3660.87,3731.05,3658.2,3729.75,182477787,1.98E+11
2017/7/20,3725.14,3750.19,3723.07,3747.88,142410039,1.69E+11
2017/7/21,3738.18,3751.69,3722.07,3728.6,117941226,1.41E+11
2017/7/24,3724.38,3755.19,3719.85,3743.47,134868722,1.55E+11
2017/7/25,3742.64,3752.16,3713.28,3719.56,121672059,1.34E+11
2017/7/26,3722.88,3738.53,3684.18,3705.39,136325210,1.47E+11
2017/7/27,3700.86,3716.69,3672.5,3712.19,145002904,1.62E+11
2017/7/28,3703.49,3725.54,3696.78,3721.89,111411392,1.26E+11
2017/7/31,3722.43,3746.52,3713.66,3737.87,148429039,1.61E+11
2017/8/1,3738.74,3770.4,3737.1,3770.38,152546539,1.73E+11
2017/8/2,3768.19,3784.35,3759.28,3760.85,172293383,1.89E+11
2017/8/3,3755.11,3766.35,3718.44,3727.83,146153944,1.65E+11
2017/8/4,3724.72,3738.73,3707,3707.58,157470060,1.68E+11
2017/8/7,3701.22,3730.78,3689.96,3726.79,124231530,1.34E+11
2017/8/8,3724.33,3737.33,3718.81,3732.21,137241928,1.46E+11
2017/8/9,3728.03,3739,3713.57,3731.04,124679989,1.37E+11
2017/8/10,3724.96,3746.86,3688.18,3715.92,130085128,1.48E+11
2017/8/11,3687.93,3700.49,3645.09,3647.35,150387421,1.61E+11
2017/8/14,3651.38,3698.37,3651.38,3694.68,115308451,1.40E+11
2017/8/15,3695.78,3719.29,3692.28,3706.06,106444857,1.25E+11
2017/8/16,3701.13,3707.14,3679.73,3701.42,104134141,1.27E+11
2017/8/17,3707.07,3722.62,3704.41,3721.28,108656251,1.37E+11
2017/8/18,3707.19,3733.49,3700.41,3724.67,96561705,1.23E+11
2017/8/21,3731.84,3744.26,3728.62,3740.99,100313073,1.24E+11
2017/8/22,3745.75,3758.29,3734.56,3752.3,100292856,1.31E+11
2017/8/23,3747.61,3772.46,3741.72,3756.09,104961573,1.24E+11
2017/8/24,3755.89,3765.71,3729.09,3734.65,89947372,1.08E+11
2017/8/25,3736.29,3795.97,3736.29,3795.75,129940900,1.51E+11
2017/8/28,3805.66,3866.94,3805.66,3842.71,185576325,2.36E+11
2017/8/29,3839.18,3847.93,3825.76,3834.54,128227070,1.59E+11
2017/8/30,3834.27,3854.71,3827.86,3834.3,141352857,1.66E+11
2017/8/31,3835.84,3840.2,3800.89,3822.09,132944935,1.57E+11
2017/9/1,3825.34,3843.62,3818.16,3830.54,158645511,1.83E+11
2017/9/4,3828.54,3847.09,3813.55,3845.62,149566320,1.76E+11
2017/9/5,3845.55,3865.29,3841.95,3857.05,124964155,1.46E+11
2017/9/6,3846.75,3858.25,3831.38,3849.45,131398723,1.56E+11
2017/9/7,3851.69,3858.16,3828.84,3829.87,123884181,1.56E+11
2017/9/8,3830.07,3843.02,3813.98,3825.99,106036504,1.35E+11
2017/9/11,3828.34,3850.74,3817.51,3825.65,123883997,1.55E+11
2017/9/12,3832.24,3849.39,3822,3837.93,144190242,1.88E+11
2017/9/13,3835.55,3847.78,3822.94,3842.61,95410785,1.26E+11
2017/9/14,3843.57,3854.49,3820.09,3829.96,115358583,1.43E+11
2017/9/15,3826.14,3843.3,3818.52,3831.3,122427006,1.53E+11
2017/9/18,3832.96,3862.36,3832.96,3843.14,117934405,1.53E+11
2017/9/19,3849.88,3857.3,3820.29,3832.12,112432987,1.46E+11
2017/9/20,3830.15,3850.94,3827.89,3842.44,101129542,1.35E+11
2017/9/21,3843.26,3860.8,3837.38,3837.82,111098192,1.44E+11
2017/9/22,3826.46,3842.25,3816.82,3837.73,100619802,1.28E+11
2017/9/25,3829.22,3835.39,3811.12,3817.79,103948976,1.36E+11
2017/9/26,3810.33,3821.69,3808.38,3820.78,81869407,1.01E+11
2017/9/27,3818.96,3832.57,3818.81,3821.2,85655811,1.09E+11
2017/9/28,3821.59,3827.33,3813.75,3822.54,93544069,1.16E+11
2017/9/29,3825.2,3852.22,3825.2,3836.5,93306028,1.16E+11
2017/10/9,3910.12,3918.84,3876.03,3882.21,135535851,1.72E+11
2017/10/10,3883,3900.74,3855.47,3889.86,112532586,1.58E+11
2017/10/11,3886.82,3913.07,3885.5,3902.69,104418151,1.44E+11
2017/10/12,3902.02,3917.44,3897.55,3912.95,94340921,1.23E+11
2017/10/13,3912.98,3927.17,3908.89,3921,90142068,1.14E+11
2017/10/16,3926.28,3947.42,3913.32,3913.45,121355033,1.51E+11
2017/10/17,3910.79,3924.61,3900.48,3913.07,82241227,1.07E+11
2017/10/18,3914.82,3944.41,3914.82,3944.16,100969841,1.26E+11
2017/10/19,3940.58,3944.04,3923.65,3931.25,106527252,1.33E+11
2017/10/20,3918.53,3928.96,3910.2,3926.85,72980180,94529634304
2017/10/23,3930.89,3936.27,3920.66,3930.8,81484980,1.00E+11
2017/10/24,3926.23,3959.5,3922.03,3959.4,93058154,1.20E+11
2017/10/25,3958.17,3978.09,3954,3976.95,88205458,1.07E+11
2017/10/26,3980.05,4013.6,3973.55,3993.58,129895465,1.70E+11
2017/10/27,3992.55,4024.46,3991.35,4021.97,126672846,1.53E+11
2017/10/30,4022.16,4033.34,3960.27,4009.72,157387603,1.93E+11
2017/10/31,3995.39,4009.28,3983.26,4006.72,109178779,1.43E+11
2017/11/1,4007.91,4032.46,3991.32,3996.62,130417380,1.66E+11
2017/11/2,3994.09,3999.23,3971.38,3997.13,126100579,1.52E+11
2017/11/3,3992.35,3999.34,3963.03,3992.7,129404439,1.58E+11
2017/11/6,3989.18,4021.64,3975.41,4020.89,122081159,1.59E+11
2017/11/7,4022.4,4064.22,4021.36,4054.25,152116663,1.94E+11
2017/11/8,4051.49,4089.15,4040.58,4048.01,150827719,2.01E+11
2017/11/9,4043.07,4076.61,4038.4,4075.9,121056335,1.59E+11
2017/11/10,4070.28,4116.71,4067.66,4111.91,141817165,1.99E+11
2017/11/13,4115.55,4137.65,4115.55,4128.07,151446309,2.06E+11
2017/11/14,4129.27,4133.55,4086.89,4099.35,143236936,2.00E+11
2017/11/15,4084.21,4102.81,4055.72,4073.67,120635696,1.78E+11
2017/11/16,4063.49,4107.62,4062.27,4105.01,121384414,1.73E+11
2017/11/17,4094.08,4122.38,4081.37,4120.85,191784119,2.53E+11
2017/11/20,4093.73,4144.51,4060.96,4143.83,137447258,1.92E+11
2017/11/21,4131.85,4220.26,4129.98,4217.7,180350821,2.53E+11
2017/11/22,4228.37,4260.64,4191.15,4227.57,186477003,2.54E+11
2017/11/23,4213.38,4214.19,4086.9,4102.4,178147228,2.38E+11
2017/11/24,4089.47,4116.59,4057.49,4104.2,130858040,1.83E+11
2017/11/27,4088.93,4088.93,4037.15,4049.95,143455268,1.83E+11
2017/11/28,4034.21,4056.48,4010.3,4055.82,102058095,1.36E+11
2017/11/29,4061.35,4069.24,4004.69,4053.75,124553642,1.66E+11
2017/11/30,4034.01,4052.8,3988,4006.1,107983345,1.46E+11
2017/12/1,4003.56,4027.11,3984.38,3998.14,97386913,1.36E+11
2017/12/4,3989.05,4032.99,3982.32,4018.86,102647219,1.38E+11
2017/12/5,4007.94,4045.93,4006.54,4040.17,154087076,1.96E+11
2017/12/6,4027.12,4031.75,3964.81,4015.82,109286205,1.44E+11
2017/12/7,4003.58,4017.95,3955.99,3971.06,90254045,1.20E+11
2017/12/8,3962.83,4014.14,3955.44,4003.38,89282861,1.24E+11
2017/12/11,4006.88,4069.5,4005.27,4069.5,97148946,1.48E+11
2017/12/12,4068.51,4070.15,4015.45,4016.02,84338718,1.24E+11
2017/12/13,4013.83,4052.69,4004.74,4050.09,77546131,1.15E+11
2017/12/14,4050.9,4057.62,4013.85,4026.15,80768862,1.15E+11
2017/12/15,4018.73,4020.27,3974.93,3980.86,89044389,1.18E+11
2017/12/18,3983.3,4008.07,3967.93,3985.29,77853375,1.12E+11
2017/12/19,3985.82,4035.63,3985.82,4035.33,77528985,1.16E+11
2017/12/20,4036.02,4044.85,4015.63,4030.49,90604503,1.27E+11
2017/12/21,4023.08,4080.78,4014.65,4067.85,96836089,1.38E+11
2017/12/22,4064.91,4076.8,4048.49,4054.6,73473684,1.04E+11
2017/12/25,4057.42,4086.93,4026.45,4041.54,91926962,1.30E+11
2017/12/26,4040.62,4056.86,4015.3,4053.62,91118790,1.20E+11
2017/12/27,4045.28,4047.74,3986.74,3991.21,105153577,1.41E+11
2017/12/28,3993,4036.7,3980.24,4018.9,118542886,1.54E+11
2017/12/29,4022.88,4043.14,4012.88,4030.86,90486683,1.21E+11
2018/1/2,4045.21,4087.78,4045.21,4087.4,146935435,1.78E+11
2018/1/3,4091.46,4140.05,4088.73,4111.39,151852218,2.06E+11
2018/1/4,4114.12,4137.64,4105.89,4128.81,134543794,1.75E+11
2018/1/5,4133.34,4151.28,4123.28,4138.75,149009872,1.85E+11
2018/1/8,4140.85,4166.32,4127.31,4160.16,173877666,2.26E+11
2018/1/9,4157.54,4191.28,4153.5,4189.3,139034294,1.82E+11
2018/1/10,4187.2,4211.05,4175.14,4207.81,151121666,1.95E+11
2018/1/11,4197.11,4211.8,4181.96,4205.59,121578539,1.70E+11
2018/1/12,4205.14,4227.39,4199.03,4225,111354794,1.58E+11
2018/1/15,4229.84,4262.93,4216.36,4225.24,170907897,2.35E+11
2018/1/16,4215.62,4260.21,4213.13,4258.47,161494963,2.28E+11
2018/1/17,4261.78,4283.34,4230.54,4248.12,214311032,2.85E+11
2018/1/18,4259.38,4292.64,4246.68,4271.42,172032846,2.25E+11
2018/1/19,4281.94,4316.57,4269.62,4285.4,209490570,2.59E+11
2018/1/22,4276.48,4338.48,4275.9,4336.6,174643195,2.34E+11
2018/1/23,4346.89,4383.57,4346.79,4382.61,201867585,2.57E+11
2018/1/24,4389.45,4397.82,4349.09,4389.89,219818889,2.84E+11
2018/1/25,4381.98,4392.2,4336.24,4365.08,195374950,2.50E+11
2018/1/26,4352.22,4403.34,4351.49,4381.3,177227237,2.23E+11
2018/1/29,4387.06,4395.91,4287.11,4302.02,191100354,2.56E+11
2018/1/30,4286.68,4308.51,4251.57,4256.1,139034730,1.87E+11
2018/1/31,4234.11,4287.86,4232.77,4275.9,145210164,1.94E+11
2018/2/1,4276.34,4287.39,4214.29,4245.9,190002934,2.39E+11
2018/2/2,4213.94,4271.76,4181.78,4271.23,146066827,1.91E+11
2018/2/5,4204.46,4274.15,4200.14,4274.15,161347799,2.17E+11
2018/2/6,4182.33,4211.52,4131.56,4148.89,214910450,2.79E+11
2018/2/7,4205.74,4212.57,4048.42,4050.5,203127493,2.62E+11
2018/2/8,4022.88,4071.67,3974.68,4012.05,159269985,1.99E+11
2018/2/9,3896.17,3911.29,3759.15,3840.65,206349828,2.47E+11
2018/2/12,3846.27,3907.84,3828.07,3890.1,116182637,1.50E+11
2018/2/13,3925.6,3986.98,3925.6,3935.63,112565885,1.44E+11
2018/2/14,3945.09,3971.4,3923.13,3966.96,71081338,93110198272
2018/2/22,4020.97,4058.79,4009.92,4052.73,105811571,1.38E+11
2018/2/23,4061.75,4085.2,4035.23,4071.09,99458746,1.28E+11
2018/2/26,4093.4,4128.74,4048.98,4118.42,137881001,1.79E+11
2018/2/27,4120.87,4120.87,4051.81,4058.98,125934470,1.70E+11
2018/2/28,4016.79,4051.71,3991.71,4023.64,109343593,1.52E+11
2018/3/1,3994.87,4061.03,3986.89,4049.09,110199852,1.46E+11
2018/3/2,4014.95,4044.42,4006.94,4016.46,96165000,1.31E+11
2018/3/5,4021.66,4042.83,3995.87,4018.1,87952548,1.18E+11
2018/3/6,4034.99,4067.55,3998.93,4066.56,138762444,1.71E+11
2018/3/7,4063.5,4089.7,4027.94,4036.65,106952426,1.37E+11
2018/3/8,4038.95,4078.23,4029.71,4077.6,91155810,1.24E+11
2018/3/9,4088.07,4110.67,4076.45,4108.87,113701808,1.50E+11
2018/3/12,4130.71,4139.53,4112.77,4127.67,140906739,1.90E+11
2018/3/13,4124.33,4130.28,4087.56,4091.25,111766430,1.41E+11
2018/3/14,4076.06,4089.09,4066.49,4073.34,99013409,1.32E+11
2018/3/15,4058.71,4098.99,4058.71,4096.16,88161156,1.27E+11
2018/3/16,4096.89,4110.05,4055.82,4056.42,84896188,1.22E+11
2018/3/19,4054.62,4074.52,4033.52,4074.25,81502882,1.18E+11
2018/3/20,4045.74,4080.19,4040.31,4077.7,80605280,1.12E+11
2018/3/21,4097.02,4110.12,4046.24,4061.05,97609488,1.39E+11
2018/3/22,4062.07,4072.38,4003.72,4020.35,89095259,1.28E+11
2018/3/23,3896.74,3928.51,3834.94,3904.94,180080449,2.19E+11
2018/3/26,3862.69,3883.9,3829.92,3879.89,115139128,1.57E+11
2018/3/27,3927.49,3936.78,3881.87,3913.27,113700711,1.62E+11
2018/3/28,3865.05,3907.28,3835.88,3842.72,101494908,1.56E+11
2018/3/29,3854.59,3913.96,3794.26,3894.05,116629066,1.65E+11
2018/3/30,3893.75,3915.35,3879.21,3898.5,97512270,1.38E+11
2018/4/2,3897.01,3937.02,3882.89,3886.92,111242666,1.59E+11
2018/4/3,3850.15,3878.15,3839.93,3862.48,95137369,1.32E+11
2018/4/4,3873.63,3898.61,3852.5,3854.86,88730609,1.32E+11
2018/4/9,3851.95,3870.67,3827.41,3852.93,84105462,1.18E+11
2018/4/10,3860.72,3927.42,3851.8,3927.17,106173722,1.38E+11
2018/4/11,3934.17,3958.71,3924.96,3938.34,111933021,1.40E+11
2018/4/12,3935.67,3937.78,3896.18,3898.64,82699490,1.08E+11
2018/4/13,3920.74,3929.95,3866.19,3871.14,71544203,98921824256
2018/4/16,3862.47,3869.16,3789.61,3808.86,99217770,1.32E+11
2018/4/17,3812.87,3822.63,3745.44,3748.64,90610790,1.27E+11
2018/4/18,3785.31,3789.66,3708.11,3766.28,106676706,1.43E+11
2018/4/19,3774.78,3824.03,3767.8,3811.84,99054060,1.28E+11
2018/4/20,3801.21,3815.44,3750.1,3760.85,99282925,1.24E+11
2018/4/23,3754.69,3787.4,3735.18,3766.33,90356291,1.12E+11
2018/4/24,3769.88,3854.43,3769.88,3843.49,114219525,1.46E+11
2018/4/25,3824.59,3838.69,3817.03,3828.7,78172612,1.06E+11
2018/4/26,3823.39,3828.71,3744.89,3755.49,87150641,1.26E+11
2018/4/27,3771.04,3776.98,3714.64,3756.88,89531726,1.42E+11
2018/5/2,3769.93,3787.3,3744.55,3763.65,83301035,1.20E+11
2018/5/3,3756.17,3797.53,3732.37,3793,93961118,1.23E+11
2018/5/4,3784.32,3801.52,3770.94,3774.6,71554288,98315255808
2018/5/7,3782.54,3834.59,3776.03,3834.19,87286195,1.26E+11
2018/5/8,3834.61,3892.07,3833.73,3878.68,94215157,1.35E+11
2018/5/9,3876.13,3878.94,3855.74,3871.62,66712966,92322897920
2018/5/10,3882.84,3894.49,3867.31,3893.06,70667809,1.03E+11
2018/5/11,3902.15,3903.34,3871.95,3872.84,73356604,1.08E+11
2018/5/14,3886.87,3919.3,3886.87,3909.29,81975999,1.23E+11
2018/5/15,3920.14,3924.34,3892.92,3924.1,76049555,1.06E+11
2018/5/16,3909.82,3923.34,3889.19,3892.84,71913646,1.07E+11
2018/5/17,3895.49,3899.51,3858.85,3864.05,59030123,87104167936
2018/5/18,3860.16,3903.06,3841.9,3903.06,72613956,96823853056
2018/5/21,3925.54,3937.46,3913.6,3921.24,92641737,1.21E+11
2018/5/22,3918.82,3918.82,3881.17,3906.21,75368778,1.03E+11
2018/5/23,3898.27,3898.27,3854.58,3854.58,83722319,1.11E+11
2018/5/24,3853.29,3859.1,3823.92,3827.22,68345022,93408223232
2018/5/25,3823.75,3841.12,3804.14,3816.5,70836386,95667544064
2018/5/28,3816.27,3846.55,3799.32,3833.26,71521132,1.00E+11
2018/5/29,3824.19,3841.78,3800.67,3804.01,81552662,1.17E+11
2018/5/30,3755.18,3767.89,3722.07,3723.37,87913285,1.16E+11
2018/5/31,3749.3,3804.79,3742.53,3802.38,92666894,1.31E+11
2018/6/1,3789.67,3802.54,3753.84,3770.59,77821813,1.06E+11
2018/6/4,3785.19,3813.41,3776.62,3807.58,76624341,1.15E+11
2018/6/5,3811.29,3845.56,3800.93,3845.32,78687360,1.21E+11
2018/6/6,3839.68,3848.33,3830.9,3837.35,73117237,1.07E+11
2018/6/7,3846.94,3859.85,3827.69,3831.01,80256147,1.12E+11
2018/6/8,3819.45,3819.46,3759.27,3779.62,83337335,1.08E+11
2018/6/11,3770.21,3792.55,3756.52,3779.98,68709834,1.06E+11
2018/6/12,3783.19,3830.47,3765.26,3825.95,73206244,1.16E+11
2018/6/13,3814.62,3817.45,3782.07,3788.34,66377970,97185497088
2018/6/14,3774.64,3808.16,3759.25,3773.37,68471322,99234013184
2018/6/15,3763.04,3780.34,3737.43,3753.43,85488893,1.10E+11
2018/6/19,3702.67,3712.82,3583.02,3621.12,160706542,1.94E+11
2018/6/20,3602.55,3649.34,3578.17,3635.44,86718098,1.13E+11
2018/6/21,3633.56,3673.56,3589.49,3592.97,93908552,1.16E+11
2018/6/22,3567.89,3609.08,3542.46,3608.9,75117864,89687285760
2018/6/25,3625.8,3631.03,3559.03,3560.48,79877078,1.07E+11
2018/6/26,3521.59,3541.78,3478.21,3531.11,84985269,1.08E+11
2018/6/27,3525.13,3537.66,3441.79,3459.26,81491817,1.08E+11
2018/6/28,3434.94,3477.06,3416.95,3423.53,75918051,98570526720
2018/6/29,3431.96,3512.38,3425.22,3510.98,77257031,97616363520
2018/7/2,3504.46,3506.9,3383.5,3407.96,84351449,1.08E+11
2018/7/3,3410.48,3422.04,3319.29,3409.28,95278693,1.30E+11
2018/7/4,3398.78,3418.33,3359.09,3363.75,75157997,93648560128
2018/7/5,3365.55,3398.49,3330.71,3342.44,81587981,97544617984
2018/7/6,3347.06,3396.25,3295.73,3365.12,86097579,1.09E+11
2018/7/9,3378.91,3459.32,3378.91,3459.18,76601545,1.01E+11
2018/7/10,3464.91,3474.14,3437.27,3467.52,69548823,90127441920
2018/7/11,3398.93,3427.57,3375.14,3407.53,72040950,89661505536
2018/7/12,3403.33,3499.1,3403.33,3481.06,96353564,1.18E+11
2018/7/13,3488.5,3499.76,3474.91,3492.69,72955897,99800186880
2018/7/16,3488.97,3506.24,3459.73,3472.09,68281999,90754285568
2018/7/17,3466.42,3467.19,3420.97,3449.38,61983076,85720563712
2018/7/18,3456.61,3479.26,3430.16,3431.32,66530330,88556871680
2018/7/19,3444.8,3466.51,3417.96,3428.34,68477716,88804909056
2018/7/20,3426.46,3505.93,3398.95,3492.89,101984727,1.22E+11
2018/7/23,3471.86,3527.53,3464.65,3525.75,119036627,1.44E+11
2018/7/24,3530.66,3596.51,3530.66,3581.71,156912435,1.77E+11
2018/7/25,3589.51,3589.98,3566.31,3577.75,96758501,1.12E+11
2018/7/26,3583.32,3593.92,3528.64,3536.25,90349641,1.06E+11
2018/7/27,3533.77,3545.41,3512.7,3521.23,70178104,81192173568
2018/7/30,3520.85,3550.9,3489.55,3515.08,82116995,96183099392
2018/7/31,3510.47,3528.15,3493.15,3517.66,67980817,80022151168
2018/8/1,3530.03,3543.61,3446.78,3447.39,90348617,1.07E+11
2018/8/2,3434.35,3434.35,3322.1,3370.96,101308727,1.22E+11
2018/8/3,3366.66,3381.34,3315.2,3315.28,70796910,91395989504
2018/8/6,3312.82,3344.25,3257.69,3273.27,77975083,97517993984
2018/8/7,3284.98,3368.96,3263.5,3368.87,91783916,1.08E+11
2018/8/8,3362.15,3368.16,3311.77,3314.51,79284865,90958913536
2018/8/9,3303.48,3408.39,3299.62,3397.53,91957572,1.09E+11
2018/8/10,3398.41,3424.04,3380.57,3405.02,68967299,85634523136
2018/8/13,3369.98,3396.19,3336.7,3390.34,76191532,90869293056
2018/8/14,3386.48,3391.73,3356.61,3372.91,60651446,72121991168
2018/8/15,3371.96,3372.14,3288.71,3291.98,68174055,83402194944
2018/8/16,3251.86,3315.2,3231.56,3276.73,76547366,89269174272
2018/8/17,3305.9,3311.57,3224.1,3229.62,67395413,84452450304
2018/8/20,3238.22,3267.25,3209.01,3267.25,70904228,88963383296
2018/8/21,3271.84,3331.71,3270.03,3326.65,75205583,97925840896
2018/8/22,3328.97,3328.97,3299.39,3307.95,50787057,66548535296
2018/8/23,3308.46,3336.11,3285.81,3320.03,61112334,80212787200
2018/8/24,3308.48,3353.04,3291.87,3325.33,63765897,77197844480
2018/8/27,3339.39,3406.57,3339.26,3406.57,94270082,1.15E+11
2018/8/28,3408.15,3416.59,3388.81,3400.17,75445363,94945951744
2018/8/29,3393.05,3398.71,3377.12,3386.57,67020404,79072296960
2018/8/30,3385.81,3402.56,3349.47,3351.09,68385290,80226050048
2018/8/31,3333.38,3356.58,3310.87,3334.5,76205630,96091889664
2018/9/3,3320.69,3325.61,3291.78,3321.82,66429855,81305681920
2018/9/4,3324.19,3370.96,3307.96,3363.9,67088807,85892038656
2018/9/5,3349.7,3354.2,3298.14,3298.14,64301888,80656678912
2018/9/6,3286.66,3311.5,3253.76,3262.88,62300288,79373139968
2018/9/7,3273.89,3316.62,3253.73,3277.64,63947408,81263443968
2018/9/10,3271.38,3277.88,3227.85,3230.07,63817051,76175581184
2018/9/11,3229.71,3245.62,3209.11,3224.21,58491305,67722117120
2018/9/12,3216.99,3225.6,3194.98,3202.03,54627899,68887019520
2018/9/13,3239.69,3249.59,3191.4,3236.57,67290327,85887959040
2018/9/14,3242.83,3254.1,3227.94,3242.09,60130640,76481208320
2018/9/17,3224.93,3230.79,3200.51,3204.92,52259547,60650942464
